sense_id,status_pre_aug,status_post_aug
oewn-cotton__1.27.01..,closed,closed
oewn-cotton__2.37.00..,closed,closed
oewn-cottonweed__1.20.01..,background,background
oewn-cotyledon__1.20.00..,artifact,artifact
oewn-cough__1.26.00..,graph_data,graph_data
oewn-council__1.14.01..,artifact,artifact
oewn-counselor__1.18.01..,background,background
oewn-count__1.23.00..,external,external
oewn-count__2.32.00..,background,background
oewn-countable__5.00.00.calculable.00,artifact,background
oewn-counter__1.06.00..,artifact,artifact
oewn-counterattack__1.04.00..,artifact,artifact
oewn-counterclockwise__3.00.00..,artifact,artifact
oewn-counterfeit__1.06.00..,background,background
oewn-counterfeit__3.00.00..,background,background
oewn-counteroffensive__1.04.00..,artifact,artifact
oewn-counterpart__1.09.00..,closed,closed
oewn-counting__1.04.00..,artifact,artifact
oewn-country__1.14.00..,closed,closed
oewn-country__1.14.01..,closed,closed
oewn-country__1.15.00..,closed,closed
oewn-country__1.15.02..,closed,closed
oewn-countryside__1.15.00..,artifact,artifact
oewn-county__1.15.00..,artifact,artifact
oewn-couple__2.35.02..,artifact,background
oewn-coupled__5.00.00.connected.00,artifact,artifact
oewn-courage__1.07.00..,artifact,artifact
oewn-courageous__3.00.04..,artifact,artifact
oewn-course__1.04.01..,background,background
oewn-course__1.06.00..,background,background
oewn-course__1.13.00..,background,background
oewn-course__1.14.00..,background,background
oewn-course__1.17.00..,background,background
oewn-course__2.38.00..,background,background
oewn-course__2.38.02..,background,background
oewn-course__4.02.00..,background,background
oewn-court__1.06.01..,artifact,background
oewn-court__1.06.02..,artifact,background
oewn-court__1.14.00..,artifact,background
oewn-court__2.41.00..,artifact,background
oewn-courteous__5.00.00.polite.00,background,background
oewn-courtesy__1.04.00..,artifact,artifact
oewn-cousin__1.18.00..,artifact,artifact
oewn-couturier__1.18.00..,artifact,artifact
oewn-cove__1.17.00..,artifact,artifact
oewn-covenant__1.10.00..,closed,closed
oewn-covenant__1.10.01..,closed,closed
oewn-covenant__2.32.00..,closed,closed
oewn-covenant__2.41.00..,closed,closed
oewn-cover__1.06.01..,closed,closed
oewn-cover__1.06.02..,closed,closed
oewn-cover__1.06.03..,closed,closed
oewn-cover__2.29.15..,closed,closed
oewn-cover__2.33.01..,closed,closed
oewn-cover__2.35.00..,closed,closed
oewn-cover__2.35.01..,closed,closed
oewn-cover__2.35.13..,closed,closed
oewn-cover__2.39.14..,closed,closed
oewn-cover__2.42.01..,closed,closed
oewn-covered__3.00.00..,artifact,artifact
oewn-covering__1.04.00..,closed,closed
oewn-covering__1.04.01..,closed,closed
oewn-covering__1.04.02..,closed,closed
oewn-covering__1.06.00..,closed,closed
oewn-covering__1.17.00..,closed,closed
oewn-cowardly__3.00.00..,artifact,artifact
oewn-cowboy__1.18.02..,artifact,artifact
oewn-crack__2.30.01..,closed,closed
oewn-crack__2.39.01..,artifact,artifact
oewn-cracked__5.00.02.rough.00,artifact,artifact
oewn-crackling__1.27.00..,artifact,artifact
oewn-craft__1.04.00..,artifact,artifact
oewn-craft__1.06.00..,artifact,artifact
oewn-craftsman__1.18.01..,artifact,artifact
oewn-crafty__5.00.00.artful.00,artifact,artifact
oewn-crane__1.05.00..,artifact,artifact
oewn-cranial__3.01.00..,artifact,external
oewn-craniometric__3.01.00..,artifact,artifact
oewn-craniometry__1.09.00..,artifact,artifact
oewn-cranium__1.08.00..,artifact,external
oewn-crashing__5.00.00.unmitigated.00,background,background
oewn-craving__1.12.00..,background,background
oewn-cream__1.13.00..,artifact,artifact
oewn-cream__1.14.00..,artifact,external
oewn-creamy__5.00.00.chromatic.00,artifact,external
oewn-crease__1.25.02..,artifact,artifact
oewn-create__2.36.00..,artifact,artifact
oewn-create__2.36.01..,artifact,artifact
oewn-create__2.36.03..,artifact,artifact
oewn-create__2.36.13..,artifact,artifact
oewn-create__2.41.00..,artifact,artifact
oewn-creation__1.04.00..,artifact,artifact
oewn-creation__1.04.02..,artifact,artifact
oewn-creative__3.00.00..,artifact,artifact
oewn-creatively__4.02.00..,artifact,artifact
oewn-creativity__1.09.00..,artifact,artifact
oewn-creator__1.18.00..,background,background
oewn-creature__1.03.00..,artifact,artifact
oewn-credibility__1.07.00..,artifact,artifact
oewn-credit__1.10.00..,background,background
oewn-credit__1.21.00..,artifact,artifact
oewn-credit__1.21.02..,artifact,artifact
oewn-credit__2.31.01..,closed,closed
oewn-credit__2.31.12..,closed,closed
oewn-credited__5.00.00.attributable.00,background,background
oewn-creditor__1.18.00..,background,background
oewn-creek__1.17.00..,artifact,artifact
oewn-creeping__1.04.00..,artifact,artifact
oewn-crepuscular__5.00.00.dark.01,artifact,artifact
oewn-crescent__1.25.00..,artifact,artifact
oewn-crest__1.15.00..,artifact,artifact
oewn-crew__1.14.01..,artifact,artifact
oewn-crick__1.18.00..,artifact,artifact
oewn-cricket__1.04.00..,artifact,artifact
oewn-cricket__1.05.00..,artifact,artifact
oewn-cricket__2.33.00..,closed,closed
oewn-criminal__1.18.00..,artifact,artifact
oewn-crimson__1.07.00..,artifact,background
oewn-crisis__1.26.00..,artifact,artifact
oewn-crisp__1.13.00..,background,background
oewn-crisp__2.30.00..,background,background
oewn-crisp__2.35.00..,background,background
oewn-crispiness__1.07.00..,background,background
oewn-crisply__4.02.00..,artifact,artifact
oewn-crisscross__1.07.00..,artifact,artifact
oewn-critical__3.00.01..,artifact,artifact
oewn-criticism__1.10.00..,background,background
oewn-criticism__1.10.01..,background,background
oewn-crocheting__1.06.00..,artifact,artifact
oewn-crooked__3.00.01..,graph_data,graph_data
oewn-crop__1.05.00..,closed,closed
oewn-crop__1.20.00..,closed,closed
oewn-crop__1.20.01..,closed,closed
oewn-crop__2.35.02..,closed,closed
oewn-cropped__5.00.00.planted.00,artifact,artifact
oewn-cross__1.04.00..,artifact,artifact
oewn-cross__1.06.00..,artifact,artifact
oewn-cross__1.07.00..,artifact,artifact
oewn-cross__2.38.00..,artifact,artifact
oewn-cross__5.00.00.crosswise.00,artifact,artifact
oewn-crossbow__1.06.00..,background,background
oewn-crossbreeding__1.04.00..,artifact,artifact
oewn-crossed__3.00.01..,artifact,artifact
oewn-crossed__3.00.02..,artifact,artifact
oewn-crossing__1.04.01..,artifact,external
oewn-crosswise__3.00.00..,artifact,artifact
oewn-crosswise__5.00.00.horizontal.00,artifact,artifact
oewn-crowd__1.14.00..,artifact,artifact
oewn-crowd__2.38.01..,artifact,artifact
oewn-crowded__3.00.00..,background,background
oewn-crowfoot__1.20.00..,artifact,artifact
oewn-crown__1.06.00..,artifact,artifact
oewn-crown__1.06.04..,artifact,artifact
oewn-crown__1.08.00..,artifact,artifact
oewn-crown__1.20.00..,artifact,artifact
oewn-crowned__3.00.02..,artifact,artifact
oewn-cruciferous__3.01.00..,artifact,artifact
oewn-crucifixion__1.04.00..,artifact,artifact
oewn-crucifixion__1.11.00..,artifact,background
oewn-crude__1.27.00..,closed,closed
oewn-cruel__5.00.01.inhumane.00,artifact,artifact
oewn-cruelly__4.02.00..,background,background
oewn-cruelty__1.04.00..,artifact,artifact
oewn-crusade__2.33.00..,artifact,artifact
oewn-crusade__2.41.10..,artifact,artifact
oewn-crush__2.41.00..,artifact,artifact
oewn-crushed__5.00.00.rough.00,artifact,artifact
oewn-crushing__1.04.00..,artifact,artifact
oewn-crustacean__1.05.00..,artifact,artifact
oewn-cryolite__1.27.00..,background,background
oewn-crystal__1.06.02..,artifact,artifact
oewn-crystal__1.27.00..,artifact,artifact
oewn-crystalline__3.00.00..,closed,closed
oewn-crystallization__1.17.00..,artifact,artifact
oewn-crystallization__1.19.00..,artifact,artifact
oewn-crystallize__2.30.02..,artifact,background
oewn-crystallized__3.00.00..,artifact,artifact
oewn-cube__1.20.00..,graph_data,graph_data
oewn-cube__1.25.00..,artifact,artifact
oewn-cubic__3.01.00..,artifact,artifact
oewn-cucumber__1.20.00..,artifact,artifact
oewn-cucurbitaceous__3.01.00..,background,background
oewn-cultivated__3.00.00..,background,background
oewn-cultivation__1.04.00..,background,background
oewn-cultivation__1.04.01..,background,background
oewn-cultivation__1.04.02..,background,background
oewn-cultivation__1.26.00..,background,background
oewn-cultural__3.01.01..,artifact,artifact
oewn-cultural__5.00.00.social.00,artifact,artifact
oewn-culture__1.09.02..,background,background
oewn-culture__1.14.00..,artifact,artifact
oewn-cumin__1.20.00..,graph_data,graph_data
oewn-cumulative__5.00.00.additive.00,artifact,external
oewn-cupboard__1.06.00..,artifact,artifact
oewn-curbing__1.06.00..,artifact,artifact
oewn-curd__1.13.00..,artifact,artifact
oewn-curd__1.13.02..,artifact,artifact
oewn-curdled__5.00.00.thick.02,artifact,artifact
oewn-cure__1.06.00..,artifact,artifact
oewn-cured__5.00.00.well.01,artifact,artifact
oewn-curfew__1.10.00..,background,background
oewn-curfew__1.28.00..,background,background
oewn-curing__1.22.00..,artifact,artifact
oewn-curiosity__1.09.00..,artifact,background
oewn-curl__1.08.00..,closed,closed
oewn-curl__1.25.00..,closed,closed
oewn-curl__2.30.00..,closed,closed
oewn-curl__2.38.00..,closed,closed
oewn-curled__5.00.00.curly.00,artifact,background
oewn-currency__1.21.00..,artifact,artifact
oewn-current__1.14.00..,background,background
oewn-current__1.19.01..,background,background
oewn-current__3.00.00..,background,background
oewn-currently__4.02.00..,artifact,external
oewn-currish__5.00.00.ignoble.01,artifact,artifact
oewn-curse__1.10.00..,artifact,artifact
oewn-cursive__1.10.00..,background,background
oewn-cursively__4.02.00..,background,background
oewn-cursory__5.00.00.careless.00,artifact,artifact
oewn-curtain__1.06.00..,artifact,artifact
oewn-curtsy__1.10.00..,artifact,artifact
oewn-curvature__1.26.00..,artifact,artifact
oewn-curve__1.06.00..,closed,closed
oewn-curve__1.25.00..,closed,closed
oewn-curve__2.30.00..,closed,closed
oewn-curve__2.38.00..,closed,closed
oewn-curve__2.38.01..,closed,closed
oewn-curved__3.00.00..,background,background
oewn-curving__3.00.00..,background,background
oewn-cushion__1.06.01..,artifact,artifact
oewn-cushioned__5.00.00.soft.01,artifact,artifact
oewn-custody__1.04.02..,artifact,artifact
oewn-custom__1.04.00..,background,background
oewn-custom__3.00.00..,background,background
oewn-customarily__4.02.00..,artifact,artifact
oewn-customary__5.00.00.conventional.00,background,background
oewn-customer__1.18.00..,background,background
oewn-customs__1.21.00..,background,background
oewn-cuticle__1.08.01..,artifact,artifact
oewn-cuticula__1.05.00..,artifact,artifact
oewn-cutlery__1.06.00..,artifact,artifact
oewn-cutting__1.04.02..,background,background
oewn-cutting__1.04.03..,background,background
oewn-cutting__1.04.05..,background,background
oewn-cutting__1.20.00..,background,background
oewn-cutting__5.00.00.sharp.04,background,background
oewn-cutting__5.00.00.unkind.00,background,background
oewn-cycad__1.20.00..,artifact,artifact
oewn-cycle__1.28.00..,artifact,artifact
oewn-cycle__1.28.02..,artifact,artifact
oewn-cyclone__1.26.00..,artifact,artifact
oewn-cylinder__1.06.02..,artifact,artifact
oewn-cylinder__1.25.00..,artifact,artifact
oewn-cylinder__1.25.02..,artifact,artifact
oewn-cylindrical__5.00.00.rounded.00,background,background
oewn-cymose__5.00.00.determinate.02,artifact,artifact
oewn-cynical__5.00.00.distrustful.00,artifact,artifact
oewn-cynicism__1.12.00..,artifact,artifact
oewn-cypress__1.20.01..,artifact,artifact
oewn-cypress__1.20.02..,background,background
oewn-cytokine__1.27.00..,artifact,artifact
oewn-cytoplasm__1.08.00..,background,background
oewn-dado__2.35.00..,background,background
oewn-dado__2.40.00..,background,background
oewn-daffodil__1.20.00..,artifact,artifact
oewn-dagger__1.06.00..,artifact,artifact
oewn-daily__1.10.00..,artifact,artifact
oewn-daily__5.00.00.periodic.00,artifact,artifact
oewn-daisy__1.20.00..,artifact,artifact
oewn-daisylike__3.01.00..,artifact,artifact
oewn-dalmatian__1.05.00..,artifact,artifact
oewn-damage__1.04.00..,background,background
oewn-damage__1.04.01..,background,background
oewn-damage__1.11.00..,background,background
oewn-damage__2.30.00..,background,background
oewn-damage__2.30.01..,background,background
oewn-damaged__3.00.00..,artifact,artifact
oewn-damaged__5.00.00.disreputable.00,artifact,artifact
oewn-damages__1.21.00..,artifact,artifact
oewn-damaging__5.00.00.harmful.00,background,background
oewn-damnation__1.10.00..,background,background
oewn-damning__5.00.00.inculpatory.00,artifact,artifact
oewn-damp__1.26.00..,artifact,artifact
oewn-damper__1.06.00..,artifact,artifact
oewn-dance__1.10.00..,artifact,artifact
oewn-dandelion__1.20.00..,graph_data,graph_data
oewn-dandy__1.06.00..,artifact,artifact
oewn-danger__1.04.00..,closed,closed
oewn-danger__1.26.00..,closed,closed
oewn-danger__1.26.01..,closed,closed
oewn-dangerous__3.00.00..,artifact,artifact
oewn-dangerously__4.02.00..,artifact,artifact
oewn-danish__1.10.00..,artifact,artifact
oewn-daring__5.00.00.adventurous.00,artifact,artifact
oewn-dark__1.26.00..,closed,closed
oewn-dark__1.28.00..,closed,closed
oewn-dark__3.00.01..,closed,closed
oewn-dark__5.00.00.brunet.00,closed,closed
oewn-darkened__5.00.00.old.02,background,background
oewn-darkness__1.26.00..,artifact,artifact
oewn-dart__2.38.00..,artifact,artifact
oewn-dart__2.38.01..,artifact,artifact
oewn-dartboard__1.06.00..,background,background
oewn-darts__1.04.00..,artifact,background
oewn-data__1.14.00..,artifact,background
oewn-database__1.10.00..,background,background
oewn-date__1.28.00..,closed,closed
oewn-date__1.28.03..,closed,closed
oewn-date__2.31.01..,closed,closed
oewn-date__2.41.00..,closed,closed
oewn-date__2.41.01..,closed,closed
oewn-dateline__2.31.00..,artifact,artifact
oewn-datum__1.09.00..,artifact,artifact
oewn-daubing__1.04.00..,graph_data,graph_data
oewn-daughter__1.18.00..,artifact,artifact
oewn-dawn__1.28.00..,artifact,background
oewn-daylight__1.19.00..,artifact,external
oewn-daylight__1.28.00..,artifact,external
oewn-days__1.28.00..,artifact,background
oewn-daytime__1.28.00..,artifact,external
oewn-dazzlingly__4.02.00..,background,background
oewn-dead__1.14.00..,background,background
oewn-dead__1.28.00..,artifact,artifact
oewn-dead__3.00.01..,artifact,artifact
oewn-dead__4.02.00..,artifact,artifact
oewn-deadly__4.02.02..,artifact,artifact
oewn-deafness__1.26.00..,artifact,artifact
oewn-deal__1.04.02..,artifact,artifact
oewn-deal__2.32.08..,artifact,artifact
oewn-deal__2.41.00..,artifact,artifact
oewn-dealing__1.04.01..,artifact,artifact
oewn-dealings__1.04.00..,artifact,artifact
oewn-dealings__1.04.02..,artifact,artifact
oewn-dealings__1.24.00..,artifact,artifact
oewn-dear__1.18.00..,artifact,artifact
oewn-dearly__4.02.02..,artifact,artifact
oewn-death__1.04.00..,artifact,background
oewn-death__1.11.00..,artifact,background
oewn-death__1.19.00..,artifact,background
oewn-death__1.26.00..,artifact,background
oewn-death__1.26.01..,artifact,background
oewn-death__1.28.01..,artifact,background
oewn-debate__1.10.01..,artifact,artifact
oewn-debilitating__3.00.00..,artifact,artifact
oewn-debilitation__1.11.00..,artifact,artifact
oewn-debility__1.26.00..,artifact,artifact
oewn-debt__1.10.00..,artifact,artifact
oewn-debt__1.21.00..,background,background
oewn-debt__1.26.00..,external,external
oewn-debtor__1.18.00..,artifact,artifact
oewn-debut__1.10.00..,background,background
oewn-debutante__1.18.00..,artifact,artifact
oewn-decapitated__5.00.00.headless.00,artifact,artifact
oewn-decay__1.19.00..,background,background
oewn-decay__1.22.02..,background,background
oewn-decay__1.22.03..,background,background
oewn-decay__2.30.01..,background,background
oewn-decayed__5.00.00.unsound.01,artifact,artifact
oewn-deceased__1.18.00..,artifact,external
oewn-deceit__1.07.00..,artifact,artifact
oewn-deceitful__5.00.02.dishonest.00,background,background
oewn-deceive__2.41.00..,background,background
oewn-decency__1.07.00..,artifact,artifact
oewn-deception__1.10.00..,background,background
oewn-deceptive__5.00.00.dishonest.00,artifact,artifact
oewn-deceptive__5.00.00.unreal.02,artifact,artifact
oewn-decide__2.31.00..,artifact,external
oewn-decided__5.00.00.definite.00,artifact,artifact
oewn-deciding__1.09.00..,artifact,artifact
oewn-deciding__5.00.00.decisive.00,artifact,artifact
oewn-deciduous__3.00.00..,artifact,artifact
oewn-deciduous__5.00.01.caducous.00,artifact,artifact
oewn-decimal__1.23.01..,background,background
oewn-decision__1.04.00..,artifact,background
oewn-decision__1.07.00..,artifact,artifact
oewn-decision__1.09.00..,circular,circular
oewn-decisive__3.00.00..,artifact,background
oewn-decisively__4.02.01..,artifact,artifact
oewn-deck__1.14.00..,artifact,artifact
oewn-declaim__2.32.02..,artifact,artifact
oewn-declaration__1.10.00..,artifact,artifact
oewn-declaration__1.10.02..,artifact,artifact
oewn-declaration__1.10.06..,artifact,artifact
oewn-declarative__3.00.00..,artifact,artifact
oewn-declarative__3.01.00..,artifact,artifact
oewn-declare__2.32.00..,artifact,artifact
oewn-declare__2.32.03..,artifact,artifact
oewn-declared__3.00.00..,background,background
oewn-declared__5.00.00.explicit.00,background,background
oewn-declination__1.15.01..,background,background
oewn-decline__1.22.02..,background,background
oewn-decompose__2.30.00..,artifact,artifact
oewn-decomposition__1.09.00..,artifact,artifact
oewn-decorate__2.36.00..,artifact,artifact
oewn-decorated__3.00.04..,background,background
oewn-decoration__1.04.00..,artifact,artifact
oewn-decoration__1.06.00..,artifact,artifact
oewn-decorative__5.00.00.nonfunctional.00,background,background
oewn-decorum__1.07.00..,artifact,artifact
oewn-decrease__1.11.00..,background,background
oewn-decrease__2.30.00..,closed,closed
oewn-decrease__2.30.01..,background,background
oewn-decreased__3.00.00..,background,background
oewn-decreasing__3.00.00..,background,background
oewn-decree__2.31.00..,artifact,artifact
oewn-decree__2.32.00..,background,background
oewn-decreed__5.00.00.settled.02,artifact,artifact
oewn-dedicate__2.32.00..,artifact,artifact
oewn-dedicated__3.00.00..,background,background
oewn-dedication__1.07.00..,artifact,artifact
oewn-deducible__5.00.00.deductive.00,background,background
oewn-deductible__1.21.00..,artifact,artifact
oewn-deduction__1.21.01..,artifact,artifact
oewn-deed__1.10.00..,artifact,artifact
oewn-deeds__1.04.00..,artifact,artifact
oewn-deem__2.31.00..,background,background
oewn-deep__1.17.00..,background,background
oewn-deep__1.28.00..,background,background
oewn-deep__3.00.01..,background,background
oewn-deep__3.00.02..,background,background
oewn-deep__5.00.00.profound.00,background,background
oewn-deeply__4.02.00..,artifact,artifact
oewn-deeply__4.02.03..,artifact,artifact
oewn-deepness__1.09.00..,artifact,artifact
oewn-deer__1.05.00..,artifact,artifact
oewn-defamatory__5.00.00.harmful.00,artifact,artifact
oewn-defeat__1.11.00..,artifact,artifact
oewn-defeat__2.33.00..,artifact,artifact
oewn-defeat__2.41.00..,artifact,artifact
oewn-defeated__1.14.00..,closed,closed
oewn-defeated__3.00.00..,artifact,artifact
oewn-defecate__2.29.00..,artifact,artifact
oewn-defecation__1.22.00..,artifact,artifact
oewn-defect__1.07.00..,background,background
oewn-defect__1.26.01..,background,background
oewn-defective__5.00.00.imperfect.00,background,background
oewn-defend__2.32.00..,artifact,artifact
oewn-defender__1.18.00..,background,background
oewn-defending__5.00.00.defensive.00,artifact,artifact
oewn-defense__1.04.00..,artifact,artifact
oewn-defensive__1.09.00..,artifact,artifact
oewn-defensiveness__1.07.00..,artifact,artifact
oewn-deference__1.04.00..,artifact,artifact
oewn-deferential__5.00.00.respectful.00,artifact,artifact
oewn-defiance__1.07.00..,artifact,artifact
oewn-defiant__3.00.00..,artifact,artifact
oewn-deficiency__1.07.00..,artifact,artifact
oewn-deficiency__1.26.00..,external,external
oewn-deficient__3.00.04..,artifact,artifact
oewn-deficient__5.00.00.inadequate.00,artifact,artifact
oewn-define__2.42.00..,artifact,artifact
oewn-define__2.42.03..,artifact,artifact
oewn-defined__3.00.00..,artifact,artifact
oewn-defined__5.00.00.distinct.00,artifact,artifact
oewn-defining__1.22.00..,artifact,artifact
oewn-definite__3.00.00..,background,background
oewn-definite__5.00.00.certain.01,background,background
oewn-definitely__4.02.00..,background,background
oewn-definition__1.10.00..,artifact,artifact
oewn-deform__2.30.01..,artifact,artifact
oewn-deformation__1.11.00..,artifact,artifact
oewn-deformation__1.11.01..,artifact,artifact
oewn-defraud__2.41.00..,artifact,artifact
oewn-deftly__4.02.01..,artifact,artifact
oewn-degeneration__1.22.00..,artifact,artifact
oewn-degree__1.07.00..,closed,closed
oewn-degree__1.07.01..,closed,closed
oewn-degree__1.09.00..,closed,closed
oewn-degree__1.10.00..,closed,closed
oewn-degree__1.23.00..,closed,closed
oewn-degree__1.23.03..,closed,closed
oewn-degree__1.26.01..,closed,closed
oewn-dehiscent__3.00.00..,artifact,artifact
oewn-deity__1.18.00..,background,background
oewn-dejection__1.26.00..,artifact,artifact
oewn-delay__1.28.00..,artifact,artifact
oewn-delay__2.30.00..,artifact,artifact
oewn-delayed__5.00.00.retarded.00,artifact,artifact
oewn-deliberate__2.32.01..,artifact,artifact
oewn-deliberate__5.00.01.intended.00,artifact,artifact
oewn-deliberately__4.02.00..,artifact,artifact
oewn-deliberation__1.07.01..,artifact,artifact
oewn-deliberation__1.10.00..,artifact,artifact
oewn-delicate__3.00.00..,artifact,artifact
oewn-delicate__5.00.00.skilled.00,artifact,artifact
oewn-delicately__4.02.00..,artifact,artifact
oewn-delight__1.12.00..,artifact,artifact
oewn-delighted__5.00.00.pleased.00,artifact,artifact
oewn-delimited__5.00.00.finite.00,artifact,artifact
oewn-delineated__3.00.00..,artifact,artifact
oewn-deliquescent__5.00.00.hydrophilic.00,artifact,artifact
oewn-deliver__2.32.00..,artifact,artifact
oewn-deliver__2.35.00..,artifact,artifact
oewn-deliverer__1.18.03..,artifact,artifact
oewn-delivery__1.04.04..,artifact,background
oewn-demand__1.10.00..,artifact,artifact
oewn-demand__1.22.00..,artifact,artifact
oewn-demand__2.32.00..,artifact,artifact
oewn-demand__2.32.02..,artifact,artifact
oewn-demanding__3.00.01..,artifact,artifact
oewn-demeanor__1.07.00..,background,background
oewn-demolished__5.00.00.destroyed.00,artifact,artifact
oewn-demon__1.18.00..,artifact,artifact
oewn-demonstration__1.04.00..,artifact,artifact
oewn-demurrer__1.04.00..,background,background
oewn-denaturant__1.27.00..,artifact,artifact
oewn-denatured__5.00.00.changed.00,artifact,artifact
oewn-denial__1.10.00..,artifact,artifact
oewn-denim__1.06.00..,artifact,artifact
oewn-denim__1.06.03..,artifact,artifact
oewn-denomination__1.14.00..,artifact,artifact
oewn-denote__2.32.01..,artifact,artifact
oewn-dense__5.00.00.impenetrable.00,artifact,artifact
oewn-dense__5.00.00.thick.02,artifact,artifact
oewn-dense__5.00.01.concentrated.00,artifact,artifact
oewn-densely__4.02.01..,artifact,artifact
oewn-denseness__1.09.01..,artifact,artifact
oewn-density__1.07.00..,artifact,artifact
oewn-density__1.07.01..,background,background
oewn-dental__1.10.00..,graph_data,graph_data
oewn-dentine__1.27.00..,graph_data,graph_data
oewn-dentist__1.18.00..,artifact,artifact
oewn-depart__2.38.01..,closed,closed
oewn-depart__2.38.04..,background,background
oewn-departing__5.00.01.outgoing.00,background,background
oewn-department__1.14.00..,artifact,artifact
oewn-department__1.15.00..,artifact,artifact
oewn-departure__1.04.00..,artifact,background
oewn-departure__1.11.00..,artifact,artifact
oewn-depend__2.42.00..,artifact,background
oewn-dependable__5.00.00.trustworthy.00,background,background
oewn-dependence__1.26.00..,background,background
oewn-dependency__1.26.00..,background,background
oewn-dependent__1.18.00..,artifact,artifact
oewn-dependent__3.00.00..,artifact,artifact
oewn-dependent__5.00.00.conditional.00,artifact,external
oewn-depicted__5.00.00.delineated.00,artifact,artifact
oewn-depleted__5.00.00.insufficient.00,background,background
oewn-deplorable__5.00.00.inferior.02,artifact,artifact
oewn-deportment__1.07.00..,background,background
oewn-deposit__1.19.00..,artifact,artifact
oewn-deposit__1.21.00..,artifact,artifact
oewn-deposit__1.21.02..,artifact,artifact
oewn-deposit__1.22.00..,artifact,artifact
oewn-deposit__2.35.00..,artifact,artifact
oewn-deposition__1.22.00..,artifact,artifact
oewn-depository__1.06.00..,artifact,artifact
oewn-depravity__1.07.00..,artifact,artifact
oewn-depreciation__1.04.00..,artifact,artifact
oewn-depressed__5.00.00.low.02,artifact,artifact
oewn-depressingly__4.02.00..,artifact,artifact
oewn-depression__1.25.00..,artifact,artifact
oewn-depression__1.26.00..,artifact,artifact
oewn-depression__1.26.02..,artifact,artifact
oewn-deprivation__1.04.00..,artifact,background
oewn-deprivation__1.26.00..,artifact,background
oewn-deprive__2.40.01..,artifact,artifact
oewn-depth__1.07.00..,artifact,artifact
oewn-depth__1.26.00..,artifact,artifact
oewn-depths__1.15.00..,artifact,artifact
oewn-derivable__5.00.00.derived.00,background,background
oewn-derivation__1.15.00..,artifact,artifact
oewn-derivative__1.09.00..,artifact,artifact
oewn-derive__2.31.00..,artifact,artifact
oewn-derived__3.00.00..,background,background
oewn-dermis__1.08.00..,artifact,artifact
oewn-derris__1.20.00..,graph_data,graph_data
oewn-descend__2.38.00..,artifact,artifact
oewn-descendants__1.14.00..,background,background
oewn-descending__3.00.00..,artifact,artifact
oewn-descent__1.11.00..,artifact,artifact
oewn-describe__2.31.00..,artifact,artifact
oewn-describe__2.32.00..,artifact,artifact
oewn-described__5.00.00.delineated.00,background,background
oewn-description__1.10.01..,artifact,artifact
oewn-descriptive__3.00.02..,artifact,artifact
oewn-desert__1.07.00..,artifact,artifact
oewn-deserve__2.42.00..,background,background
oewn-deserved__3.00.00..,artifact,artifact
oewn-deserving__5.00.00.worthy.00,background,background
oewn-deservingness__1.07.00..,artifact,artifact
oewn-design__1.04.00..,background,background
oewn-design__1.06.00..,background,background
oewn-design__1.09.01..,background,background
oewn-design__2.36.02..,background,background
oewn-designate__2.32.00..,artifact,artifact
oewn-designed__3.00.00..,artifact,artifact
oewn-designing__1.04.00..,artifact,artifact
oewn-desirable__3.00.00..,artifact,artifact
oewn-desirable__5.00.00.eligible.00,artifact,artifact
oewn-desire__1.07.00..,closed,closed
oewn-desire__1.12.00..,closed,closed
oewn-desire__2.37.00..,closed,closed
oewn-desire__2.37.01..,closed,closed
oewn-desire__2.37.02..,closed,closed
oewn-desired__5.00.00.wanted.00,circular,circular
oewn-desirous__3.00.00..,closed,closed
oewn-desolation__1.11.00..,external,external
oewn-despicable__5.00.00.evil.00,artifact,artifact
oewn-despite__1.12.00..,artifact,artifact
oewn-despondent__5.00.00.hopeless.00,artifact,background
oewn-dessert__1.13.00..,external,external
oewn-destination__1.15.00..,artifact,artifact
oewn-destined__5.00.00.oriented.00,artifact,artifact
oewn-destiny__1.11.00..,artifact,artifact
oewn-destroy__2.35.00..,artifact,artifact
oewn-destroy__2.36.00..,artifact,artifact
oewn-destroyed__3.00.00..,artifact,artifact
oewn-destroyed__5.00.00.lost.02,artifact,artifact
oewn-destruction__1.04.00..,background,background
oewn-destruction__1.11.00..,background,background
oewn-destruction__1.26.00..,background,background
oewn-destructive__3.00.00..,artifact,artifact
oewn-detachable__3.00.00..,artifact,artifact
oewn-detached__5.00.00.separate.00,artifact,background
oewn-detached__5.00.00.unconcerned.00,artifact,artifact
oewn-detachment__1.12.00..,artifact,artifact
oewn-detail__1.09.00..,artifact,artifact
oewn-detail__2.32.00..,artifact,artifact
oewn-detailed__5.00.00.careful.00,artifact,artifact
oewn-details__1.10.00..,artifact,artifact
oewn-detect__2.39.00..,artifact,artifact
oewn-detectable__5.00.00.perceptible.00,background,background
oewn-detected__3.00.00..,background,background
oewn-detected__5.00.00.noticed.00,background,background
oewn-detecting__1.04.00..,artifact,artifact
oewn-detection__1.09.00..,artifact,artifact
oewn-deter__2.32.01..,artifact,artifact
oewn-deteriorate__2.30.00..,artifact,artifact
oewn-deterioration__1.26.00..,artifact,artifact
oewn-determination__1.04.00..,background,background
oewn-determination__1.07.00..,background,background
oewn-determine__2.31.02..,background,background
