sense_id,status_pre_aug,status_post_aug
oewn-reassurance__1.04.00..,artifact,background
oewn-reassuring__3.00.00..,background,background
oewn-rebellion__1.04.01..,artifact,artifact
oewn-rebirth__1.04.00..,artifact,artifact
oewn-rebirth__1.19.00..,artifact,artifact
oewn-rebuke__1.10.00..,artifact,artifact
oewn-rebuke__2.32.00..,artifact,artifact
oewn-recall__1.10.02..,artifact,artifact
oewn-recall__2.31.00..,artifact,artifact
oewn-recall__2.32.00..,artifact,artifact
oewn-recapitulation__1.10.01..,artifact,artifact
oewn-recast__2.36.00..,closed,closed
oewn-receive__2.34.00..,background,background
oewn-receive__2.39.03..,artifact,artifact
oewn-receive__2.40.00..,background,background
oewn-receive__2.41.00..,closed,closed
oewn-received__3.00.04..,background,background
oewn-received__5.00.00.conventional.00,background,background
oewn-receiver__1.06.00..,artifact,artifact
oewn-recent__1.28.00..,artifact,artifact
oewn-recent__5.00.00.past.00,artifact,artifact
oewn-recently__4.02.00..,artifact,artifact
oewn-receptacle__1.06.00..,background,background
oewn-reception__1.10.01..,closed,closed
oewn-recess__1.25.00..,closed,closed
oewn-recess__1.26.00..,closed,closed
oewn-recess__2.35.00..,closed,closed
oewn-recess__2.35.01..,closed,closed
oewn-recessive__1.08.00..,graph_data,graph_data
oewn-recipient__1.10.00..,artifact,artifact
oewn-recipient__1.18.00..,closed,closed
oewn-reciprocal__1.24.00..,artifact,artifact
oewn-reciprocal__1.24.01..,artifact,artifact
oewn-reciprocally__4.02.02..,artifact,artifact
oewn-reciprocation__1.04.00..,artifact,background
oewn-recite__2.32.00..,artifact,artifact
oewn-recite__2.32.02..,artifact,artifact
oewn-reckless__5.00.00.bold.00,artifact,artifact
oewn-reckoning__1.09.00..,artifact,artifact
oewn-reclining__1.04.00..,artifact,circular
oewn-recognition__1.26.00..,artifact,artifact
oewn-recognizable__5.00.00.perceptible.00,external,external
oewn-recognize__2.31.02..,artifact,artifact
oewn-recognized__5.00.00.acknowledged.00,background,background
oewn-recollect__2.31.00..,artifact,artifact
oewn-recollection__1.09.00..,artifact,artifact
oewn-recompense__1.21.00..,artifact,artifact
oewn-recompense__2.40.01..,artifact,artifact
oewn-reconcile__2.30.01..,artifact,artifact
oewn-reconciling__5.00.00.adaptive.00,artifact,artifact
oewn-reconnaissance__1.04.01..,artifact,artifact
oewn-reconnoitring__1.04.00..,artifact,artifact
oewn-reconsideration__1.10.00..,artifact,artifact
oewn-record__1.10.03..,closed,closed
oewn-record__1.21.00..,closed,closed
oewn-record__2.32.00..,closed,closed
oewn-record__2.32.01..,closed,closed
oewn-recorded__3.00.00..,artifact,artifact
oewn-recorded__5.00.00.registered.00,artifact,artifact
oewn-recorder__1.06.00..,artifact,artifact
oewn-recorder__1.06.01..,artifact,background
oewn-recording__1.04.00..,artifact,artifact
oewn-recording__1.06.00..,artifact,artifact
oewn-recover__2.35.00..,artifact,external
oewn-recover__2.40.00..,background,background
oewn-recovered__5.00.00.found.00,background,background
oewn-recovered__5.00.00.well.01,artifact,artifact
oewn-recovering__5.00.00.ill.01,artifact,artifact
oewn-recovery__1.04.00..,artifact,artifact
oewn-recreate__2.31.01..,artifact,artifact
oewn-recreational__3.01.00..,artifact,artifact
oewn-rectangle__1.25.00..,artifact,artifact
oewn-rectangular__5.00.00.angular.00,background,background
oewn-rectangular__5.00.00.perpendicular.00,artifact,artifact
oewn-rectangularity__1.07.00..,artifact,artifact
oewn-rectify__2.30.00..,artifact,artifact
oewn-rectify__2.32.02..,background,background
oewn-rectum__1.08.00..,background,background
oewn-recuperation__1.22.00..,artifact,artifact
oewn-recur__2.30.00..,closed,closed
oewn-recurrent__5.00.00.continual.00,external,external
oewn-recurring__5.00.00.continual.00,external,external
oewn-recursive__5.00.00.algorithmic.00,background,background
oewn-recurved__5.00.00.curved.00,artifact,artifact
oewn-reddened__5.00.00.colored.00,artifact,artifact
oewn-reddened__5.00.00.light.06,artifact,artifact
oewn-reddish__5.00.00.chromatic.00,background,background
oewn-redemption__1.04.01..,artifact,artifact
oewn-redness__1.07.00..,artifact,artifact
oewn-redness__1.26.00..,artifact,artifact
oewn-reduce__2.30.00..,external,external
oewn-reduced__3.00.04..,background,background
oewn-reduced__5.00.00.low.02,artifact,artifact
oewn-reducible__3.00.00..,external,external
oewn-reducing__1.22.00..,artifact,artifact
oewn-reduction__1.04.00..,background,background
oewn-reduction__1.22.00..,background,background
oewn-reed__1.06.00..,artifact,artifact
oewn-reel__1.06.02..,graph_data,graph_data
oewn-reexamination__1.10.01..,artifact,artifact
oewn-refer__2.32.01..,background,background
oewn-referee__2.32.00..,background,background
oewn-referee__2.33.00..,background,background
oewn-reference__1.09.00..,artifact,artifact
oewn-reference__1.10.02..,artifact,artifact
oewn-reference__1.10.04..,artifact,background
oewn-reference__2.36.00..,background,background
oewn-referent__1.10.00..,artifact,artifact
oewn-refine__2.30.01..,artifact,artifact
oewn-refined__3.00.02..,artifact,artifact
oewn-refined__5.00.00.gracious.00,artifact,artifact
oewn-refined__5.00.00.sophisticated.00,artifact,artifact
oewn-refinement__1.07.01..,artifact,artifact
oewn-refinement__1.26.00..,artifact,artifact
oewn-refining__1.22.00..,closed,closed
oewn-reflect__2.31.00..,artifact,artifact
oewn-reflect__2.39.01..,artifact,external
oewn-reflect__2.43.00..,artifact,artifact
oewn-reflected__3.00.00..,artifact,artifact
oewn-reflecting__5.00.00.reflective.00,artifact,artifact
oewn-reflection__1.09.00..,artifact,artifact
oewn-reflection__1.10.01..,artifact,artifact
oewn-reflection__1.19.00..,artifact,artifact
oewn-reflection__1.24.00..,artifact,artifact
oewn-reflex__1.04.00..,artifact,artifact
oewn-reform__1.04.00..,closed,closed
oewn-reformation__1.14.00..,artifact,artifact
oewn-reformed__5.00.00.regenerate.00,artifact,artifact
oewn-reformer__1.18.00..,artifact,artifact
oewn-refract__2.39.00..,artifact,artifact
oewn-refraction__1.19.00..,artifact,artifact
oewn-refractory__1.06.00..,graph_data,graph_data
oewn-refrain__1.10.00..,artifact,artifact
oewn-refrain__2.42.00..,background,background
oewn-refreshed__5.00.00.rested.00,artifact,artifact
oewn-refreshingly__4.02.01..,artifact,artifact
oewn-refrigeration__1.22.00..,artifact,artifact
oewn-refrigerator__1.06.00..,artifact,artifact
oewn-refusal__1.10.00..,artifact,artifact
oewn-refusal__1.10.01..,artifact,background
oewn-refuse__1.27.00..,artifact,artifact
oewn-refuse__2.32.00..,artifact,artifact
oewn-regain__2.40.01..,artifact,artifact
oewn-regaining__1.04.00..,artifact,external
oewn-regard__1.09.00..,background,background
oewn-regard__1.26.00..,background,background
oewn-regard__2.31.00..,background,background
oewn-regard__2.39.00..,background,background
oewn-regardless__4.02.00..,artifact,external
oewn-region__1.08.00..,background,background
oewn-region__1.09.00..,background,background
oewn-region__1.15.00..,background,background
oewn-region__1.15.01..,background,background
oewn-regional__3.01.00..,background,background
oewn-register__2.41.00..,artifact,artifact
oewn-register__2.41.05..,artifact,artifact
oewn-registered__3.00.02..,background,background
oewn-regret__1.12.00..,artifact,artifact
oewn-regrettable__5.00.00.unfortunate.00,artifact,artifact
oewn-regular__1.18.00..,background,background
oewn-regular__1.18.02..,artifact,artifact
oewn-regular__3.00.00..,artifact,artifact
oewn-regular__5.00.00.steady.00,artifact,artifact
oewn-regular__5.00.00.typical.00,closed,closed
oewn-regularity__1.07.04..,artifact,artifact
oewn-regularly__4.02.00..,background,background
oewn-regulate__2.30.00..,artifact,artifact
oewn-regulating__1.04.00..,artifact,artifact
oewn-regulation__1.10.00..,artifact,artifact
oewn-regulator__1.06.00..,artifact,artifact
oewn-regulatory__5.00.00.restrictive.00,artifact,artifact
oewn-rehabilitation__1.04.00..,artifact,artifact
oewn-reign__1.28.01..,artifact,artifact
oewn-reigning__5.00.00.powerful.00,artifact,artifact
oewn-reimbursement__1.21.00..,artifact,artifact
oewn-reincarnation__1.18.00..,artifact,artifact
oewn-reindeer__1.05.00..,artifact,artifact
oewn-reinforced__5.00.00.strong.00,artifact,artifact
oewn-reinforcement__1.04.01..,artifact,artifact
oewn-rejected__5.00.00.unloved.00,artifact,artifact
oewn-rejection__1.04.00..,artifact,background
oewn-rejoice__2.37.00..,artifact,external
oewn-relate__2.31.00..,background,background
oewn-related__3.00.01..,background,background
oewn-related__3.00.02..,background,background
oewn-relatedness__1.24.00..,artifact,artifact
oewn-relation__1.03.00..,artifact,artifact
oewn-relation__1.09.00..,artifact,artifact
oewn-relation__1.18.00..,artifact,artifact
oewn-relations__1.24.00..,artifact,artifact
oewn-relationship__1.24.00..,background,background
oewn-relationship__1.24.01..,background,background
oewn-relationship__1.26.01..,background,background
oewn-relative__1.18.00..,background,background
oewn-relative__3.00.00..,background,background
oewn-relative__5.00.00.proportionate.00,background,background
oewn-relatively__4.02.00..,artifact,artifact
oewn-relax__2.29.00..,background,background
oewn-relaxation__1.04.01..,artifact,artifact
oewn-relaxation__1.22.01..,artifact,artifact
oewn-relaxed__3.00.00..,artifact,artifact
oewn-release__1.04.00..,artifact,artifact
oewn-release__1.04.03..,artifact,background
oewn-release__1.06.00..,artifact,artifact
oewn-release__1.06.01..,artifact,artifact
oewn-releasing__5.00.00.emotional.00,artifact,artifact
oewn-relentless__5.00.00.implacable.00,artifact,artifact
oewn-relevance__1.24.00..,artifact,artifact
oewn-relevant__3.00.00..,artifact,artifact
oewn-reliable__3.00.00..,external,external
oewn-reliable__5.00.02.trustworthy.00,background,background
oewn-reliance__1.09.00..,background,background
oewn-relic__1.06.00..,artifact,artifact
oewn-relief__1.04.01..,artifact,artifact
oewn-relief__1.12.00..,artifact,artifact
oewn-relief__1.26.00..,artifact,artifact
oewn-relieve__2.29.00..,artifact,artifact
oewn-relieved__5.00.00.mitigated.00,background,background
oewn-religion__1.09.00..,background,background
oewn-religious__1.18.00..,background,background
oewn-religious__3.00.00..,background,background
oewn-religious__3.00.01..,background,background
oewn-religious__5.00.00.sacred.00,background,background
oewn-relinquished__5.00.00.unoccupied.02,artifact,artifact
oewn-relish__1.12.02..,artifact,artifact
oewn-reluctant__5.00.00.unwilling.00,artifact,artifact
oewn-remain__2.30.00..,background,background
oewn-remain__2.38.06..,background,background
oewn-remain__2.42.03..,background,background
oewn-remaining__5.00.00.unexhausted.00,closed,closed
oewn-remains__1.17.00..,background,background
oewn-remains__1.17.02..,background,background
oewn-remark__1.10.00..,artifact,artifact
oewn-remarkable__5.00.00.extraordinary.00,artifact,artifact
oewn-remedial__5.00.00.bettering.00,artifact,artifact
oewn-remedy__1.04.00..,artifact,artifact
oewn-remedy__1.06.00..,artifact,artifact
oewn-remember__2.31.00..,artifact,artifact
oewn-remembering__1.09.00..,external,external
oewn-reminder__1.10.00..,artifact,artifact
oewn-reminiscent__5.00.00.mindful.00,artifact,background
oewn-remnant__1.24.00..,artifact,artifact
oewn-remorse__1.12.00..,artifact,artifact
oewn-remote__1.06.00..,artifact,artifact
oewn-remote__5.00.01.far.00,artifact,circular
oewn-remote__5.00.02.far.00,artifact,artifact
oewn-removable__3.00.00..,artifact,external
oewn-removal__1.04.00..,artifact,background
oewn-remove__1.07.00..,closed,closed
oewn-remove__2.30.00..,closed,closed
oewn-remove__2.38.00..,closed,closed
oewn-remove__2.41.00..,closed,closed
oewn-removed__5.00.02.distant.02,background,background
oewn-render__2.30.00..,background,background
oewn-rendering__1.10.01..,artifact,artifact
oewn-renewable__3.00.00..,artifact,artifact
oewn-renewed__5.00.00.revived.00,artifact,background
oewn-rennet__1.27.00..,artifact,artifact
oewn-rennin__1.27.00..,artifact,artifact
oewn-rent__1.21.00..,artifact,artifact
oewn-rent__1.21.01..,artifact,artifact
oewn-reovirus__1.05.00..,background,background
oewn-repair__1.04.00..,artifact,artifact
oewn-repair__2.30.02..,artifact,artifact
oewn-reparation__1.21.01..,artifact,artifact
oewn-repay__2.40.00..,artifact,artifact
oewn-repayment__1.04.00..,artifact,artifact
oewn-repeal__1.04.00..,artifact,artifact
oewn-repeat__2.32.00..,artifact,artifact
oewn-repeated__5.00.00.continual.00,background,background
oewn-repeatedly__4.02.01..,closed,closed
oewn-repeating__1.04.00..,artifact,artifact
oewn-repel__2.35.00..,artifact,artifact
oewn-repentance__1.12.00..,artifact,artifact
oewn-repetition__1.10.00..,artifact,artifact
oewn-repetition__1.11.00..,background,background
oewn-repetitious__3.00.00..,external,external
oewn-repetitive__3.00.00..,external,external
oewn-repetitive__5.00.00.continual.00,background,background
oewn-repetitively__4.02.00..,external,external
oewn-replace__2.30.00..,artifact,artifact
oewn-replaceable__3.00.00..,background,background
oewn-replacement__1.04.00..,artifact,external
oewn-replacing__1.04.00..,artifact,external
oewn-replay__2.36.00..,external,external
oewn-replicate__2.36.01..,artifact,artifact
oewn-reply__1.10.00..,artifact,artifact
oewn-reply__1.10.01..,artifact,artifact
oewn-reply__2.32.00..,artifact,artifact
oewn-reported__3.00.00..,artifact,artifact
oewn-reporting__1.10.00..,artifact,artifact
oewn-reprehensible__5.00.00.wrong.01,artifact,artifact
oewn-represent__2.30.06..,artifact,artifact
oewn-represent__2.32.00..,artifact,artifact
oewn-represent__2.32.02..,artifact,artifact
oewn-represent__2.42.00..,artifact,artifact
oewn-represent__2.42.02..,artifact,artifact
oewn-representation__1.06.00..,background,background
oewn-representation__1.09.00..,background,background
oewn-representation__1.10.01..,background,background
oewn-representative__1.18.00..,closed,closed
oewn-represented__3.00.02..,background,background
oewn-repressed__5.00.00.inhibited.00,artifact,artifact
oewn-repressive__5.00.00.restrictive.00,artifact,artifact
oewn-reproach__1.10.00..,artifact,artifact
oewn-reproduce__2.36.00..,background,background
oewn-reproduce__2.36.03..,artifact,artifact
oewn-reproducible__3.00.00..,background,background
oewn-reproduction__1.22.00..,background,background
oewn-reproductive__5.00.00.fruitful.00,background,background
oewn-reptilian__1.05.00..,artifact,artifact
oewn-republic__1.14.00..,background,background
oewn-reputation__1.09.00..,artifact,artifact
oewn-reputation__1.26.00..,artifact,artifact
oewn-repute__1.26.00..,artifact,artifact
oewn-reputedly__4.02.00..,artifact,artifact
oewn-request__1.10.00..,artifact,artifact
oewn-request__1.10.01..,artifact,artifact
oewn-request__2.32.01..,artifact,artifact
oewn-require__2.32.01..,artifact,artifact
oewn-require__2.42.00..,artifact,artifact
oewn-required__5.00.00.necessary.00,background,background
oewn-required__5.00.00.obligatory.00,background,background
oewn-requirement__1.09.01..,artifact,artifact
oewn-requisite__1.17.00..,artifact,artifact
oewn-resale__1.04.00..,artifact,artifact
oewn-rescue__1.04.00..,artifact,artifact
oewn-rescued__5.00.00.saved.00,closed,closed
oewn-research__1.04.00..,artifact,artifact
oewn-resemblance__1.07.00..,artifact,artifact
oewn-resemble__2.42.00..,artifact,artifact
oewn-resentful__3.00.00..,artifact,artifact
oewn-resentment__1.12.00..,artifact,artifact
oewn-reservation__1.15.00..,artifact,artifact
oewn-reserve__1.07.01..,artifact,artifact
oewn-reserve__1.14.00..,artifact,artifact
oewn-reserved__3.00.02..,background,background
oewn-reserves__1.14.00..,artifact,artifact
oewn-reside__2.42.00..,background,background
oewn-residence__1.04.00..,artifact,artifact
oewn-residence__1.15.00..,artifact,artifact
oewn-resident__1.18.00..,artifact,artifact
oewn-residue__1.27.00..,background,background
oewn-resilient__5.00.00.spirited.00,artifact,artifact
oewn-resin__1.27.00..,artifact,artifact
oewn-resinous__5.00.00.adhesive.00,artifact,artifact
oewn-resist__2.33.00..,background,background
oewn-resist__2.33.01..,background,background
oewn-resist__2.42.01..,background,background
oewn-resistance__1.04.02..,artifact,artifact
oewn-resistance__1.07.01..,artifact,artifact
oewn-resistance__1.19.01..,artifact,artifact
oewn-resistance__1.26.00..,artifact,artifact
oewn-resistant__5.00.00.nonabsorbent.00,artifact,external
oewn-resistant__5.00.00.unsusceptible.00,artifact,artifact
oewn-resolute__3.00.00..,background,background
oewn-resolutely__4.02.00..,artifact,artifact
oewn-resoluteness__1.07.00..,background,background
oewn-resolution__1.10.01..,artifact,artifact
oewn-resolve__1.07.00..,background,background
oewn-resolve__2.31.01..,artifact,artifact
oewn-resolved__5.00.00.resolute.00,background,background
oewn-resonance__1.19.01..,artifact,artifact
oewn-resonant__5.00.00.reverberant.00,artifact,artifact
oewn-resort__1.15.00..,artifact,artifact
oewn-resource__1.21.00..,artifact,artifact
oewn-resourcefulness__1.07.00..,artifact,artifact
oewn-respect__1.04.02..,artifact,artifact
oewn-respect__1.09.00..,artifact,artifact
oewn-respect__1.12.00..,artifact,artifact
oewn-respect__1.26.00..,artifact,artifact
oewn-respect__2.31.00..,artifact,artifact
oewn-respect__2.41.00..,artifact,artifact
oewn-respected__5.00.00.reputable.00,artifact,artifact
oewn-respectful__3.00.00..,artifact,artifact
oewn-respects__1.10.00..,artifact,artifact
oewn-respiration__1.04.00..,artifact,artifact
oewn-respiration__1.04.01..,artifact,artifact
oewn-respiratory__3.01.00..,artifact,artifact
oewn-respite__1.04.00..,artifact,artifact
oewn-respond__2.31.00..,artifact,artifact
oewn-response__1.04.01..,closed,closed
oewn-response__1.07.00..,closed,closed
oewn-response__1.10.03..,closed,closed
oewn-response__1.19.00..,closed,closed
oewn-responsibility__1.04.00..,artifact,artifact
oewn-responsible__3.00.00..,background,background
oewn-responsible__5.00.00.causative.00,background,background
oewn-responsive__3.00.00..,artifact,artifact
oewn-responsive__3.01.00..,background,background
oewn-responsiveness__1.09.00..,artifact,external
oewn-rest__1.24.00..,background,background
oewn-rest__2.32.00..,artifact,background
oewn-rest__2.35.00..,circular,circular
oewn-rest__2.35.02..,background,background
oewn-rest__2.35.04..,artifact,artifact
oewn-restaurant__1.06.00..,artifact,artifact
oewn-rester__1.18.00..,closed,closed
oewn-restless__3.00.00..,artifact,artifact
oewn-restore__2.30.01..,artifact,artifact
oewn-restore__2.41.01..,artifact,artifact
oewn-restrain__2.35.00..,artifact,artifact
oewn-restrained__3.00.00..,artifact,external
oewn-restraint__1.04.00..,artifact,external
oewn-restraint__1.07.00..,external,external
oewn-restraint__1.09.00..,artifact,artifact
oewn-restrict__2.30.00..,artifact,artifact
oewn-restricted__3.00.00..,artifact,artifact
oewn-restricted__5.00.00.classified.02,artifact,artifact
oewn-restricted__5.00.00.modified.00,artifact,artifact
oewn-restricting__5.00.00.restrictive.00,artifact,artifact
oewn-restriction__1.09.00..,artifact,artifact
oewn-restrictive__5.00.00.protective.00,artifact,artifact
oewn-result__1.11.00..,closed,closed
oewn-result__1.19.00..,closed,closed
oewn-result__2.30.00..,closed,closed
oewn-result__2.42.00..,closed,closed
oewn-result__2.42.02..,closed,closed
oewn-resume__1.10.00..,artifact,artifact
oewn-retail__1.04.00..,artifact,artifact
oewn-retailing__1.04.00..,artifact,artifact
oewn-retain__2.42.00..,artifact,artifact
oewn-retained__5.00.00.preserved.01,artifact,artifact
oewn-retaliation__1.04.00..,artifact,artifact
oewn-retard__1.18.00..,external,external
oewn-retarded__3.00.00..,artifact,artifact
oewn-retention__1.04.00..,artifact,background
oewn-reticence__1.07.00..,artifact,artifact
oewn-retina__1.08.00..,background,background
oewn-retinal__1.27.00..,artifact,artifact
oewn-retinal__3.01.00..,artifact,background
oewn-retinue__1.14.00..,artifact,artifact
oewn-retire__2.41.02..,artifact,artifact
oewn-retiring__5.00.00.modest.02,background,background
oewn-retracted__5.00.00.backward.01,background,background
oewn-retraction__1.10.00..,artifact,artifact
oewn-retreat__1.04.00..,artifact,artifact
oewn-retreat__2.38.00..,external,external
oewn-retreated__1.14.00..,closed,closed
oewn-retribution__1.04.00..,artifact,artifact
oewn-retrieval__1.22.00..,artifact,artifact
oewn-retrieve__2.40.00..,external,external
oewn-retrograde__3.00.05..,artifact,artifact
oewn-return__1.04.00..,closed,closed
oewn-return__1.04.05..,closed,closed
oewn-return__1.10.01..,closed,closed
oewn-return__1.21.00..,closed,closed
oewn-return__2.32.00..,closed,closed
oewn-return__2.35.01..,closed,closed
oewn-return__2.38.00..,closed,closed
oewn-returning__5.00.00.regressive.01,artifact,artifact
oewn-reunion__1.14.00..,artifact,artifact
oewn-reveal__2.32.00..,artifact,artifact
oewn-reveal__2.39.00..,background,background
oewn-revealing__5.00.00.informative.00,artifact,artifact
oewn-revelation__1.10.00..,artifact,artifact
oewn-revenge__1.04.00..,artifact,artifact
oewn-revenge__2.33.00..,artifact,background
oewn-revenue__1.21.01..,background,background
oewn-reverence__1.04.00..,artifact,artifact
oewn-reverence__1.12.00..,artifact,artifact
oewn-reverence__2.37.00..,artifact,artifact
oewn-reverent__3.00.00..,artifact,artifact
oewn-reversal__1.04.06..,artifact,artifact
oewn-reverse__1.06.02..,artifact,artifact
oewn-reverse__2.32.00..,artifact,artifact
oewn-reversed__5.00.00.turned.00,background,background
oewn-review__1.04.03..,artifact,artifact
oewn-revised__5.00.00.altered.00,artifact,artifact
oewn-revising__1.10.00..,artifact,artifact
oewn-revision__1.04.00..,artifact,artifact
oewn-revivalist__1.18.00..,artifact,artifact
oewn-revived__3.00.00..,artifact,artifact
oewn-revolt__1.04.00..,graph_data,graph_data
oewn-revolution__1.11.01..,artifact,artifact
oewn-reward__1.11.00..,artifact,artifact
oewn-reward__1.21.00..,artifact,artifact
oewn-reward__2.40.00..,artifact,artifact
oewn-rhetoric__1.10.00..,artifact,artifact
oewn-rhetorical__3.01.00..,artifact,artifact
oewn-rhinitis__1.26.00..,artifact,artifact
oewn-rhinoceros__1.05.00..,background,background
oewn-rhizomatous__3.01.00..,closed,closed
oewn-rhodopsin__1.27.00..,background,background
oewn-rhythm__1.10.01..,artifact,artifact
oewn-rhythmic__3.00.00..,artifact,artifact
oewn-rhythmical__3.00.00..,artifact,artifact
oewn-rhythmically__4.02.00..,artifact,artifact
oewn-rial__1.23.00..,artifact,artifact
oewn-riblike__5.00.00.ribbed.00,artifact,artifact
oewn-rice__1.13.00..,artifact,artifact
oewn-rice__1.20.00..,artifact,artifact
oewn-rich__1.14.00..,artifact,artifact
oewn-rich__5.00.00.valuable.00,artifact,artifact
oewn-richness__1.07.03..,artifact,artifact
oewn-rick__1.14.00..,background,background
oewn-rick__1.26.00..,background,background
oewn-rickets__1.26.00..,background,background
oewn-ride__1.04.00..,artifact,artifact
oewn-ride__2.38.01..,artifact,external
oewn-rider__1.18.00..,artifact,artifact
oewn-ridge__1.06.00..,artifact,artifact
oewn-ridge__1.08.00..,artifact,artifact
oewn-ridge__1.17.00..,artifact,artifact
oewn-ridicule__1.04.00..,artifact,artifact
oewn-ridicule__1.10.00..,artifact,artifact
oewn-ridicule__2.32.00..,artifact,artifact
oewn-riding__1.04.01..,artifact,artifact
oewn-riel__1.23.00..,artifact,artifact
oewn-rifle__1.06.00..,artifact,artifact
oewn-rifled__3.00.00..,artifact,artifact
oewn-rifling__1.04.00..,artifact,external
oewn-rigged__3.00.00..,artifact,artifact
oewn-rigging__1.06.00..,artifact,artifact
oewn-right__1.04.00..,background,background
oewn-right__1.07.00..,background,background
oewn-right__1.08.00..,background,background
oewn-right__1.14.00..,background,background
oewn-right__1.21.00..,background,background
oewn-right__2.41.00..,background,background
oewn-right__3.00.00..,background,background
oewn-right__3.00.02..,background,background
oewn-right__3.00.03..,background,background
oewn-right__4.02.01..,background,background
oewn-right__4.02.02..,background,background
oewn-right__4.02.04..,background,background
oewn-right__5.00.00.accurate.00,background,background
oewn-right__5.00.00.outside.00,background,background
oewn-right__5.00.00.perpendicular.00,background,background
oewn-right__5.00.01.proper.00,background,background
oewn-right__5.00.02.proper.00,background,background
oewn-righteous__3.00.00..,artifact,artifact
oewn-rightfully__4.02.00..,background,background
oewn-rightness__1.07.02..,artifact,artifact
oewn-rigid__5.00.00.inflexible.01,artifact,artifact
oewn-rigidity__1.07.00..,artifact,artifact
oewn-rigidly__4.02.00..,artifact,artifact
oewn-rigorous__5.00.00.exact.00,artifact,artifact
oewn-rigorously__4.02.00..,artifact,artifact
oewn-rind__1.13.00..,artifact,artifact
oewn-ring__1.06.00..,artifact,artifact
oewn-ring__1.07.00..,background,background
oewn-ring__1.17.00..,artifact,artifact
oewn-ring__2.39.00..,artifact,artifact
oewn-ring__2.39.04..,artifact,artifact
oewn-ringing__1.11.00..,artifact,background
oewn-rink__1.06.00..,artifact,artifact
oewn-ripe__3.00.00..,artifact,artifact
oewn-ripe__5.00.00.ready.00,background,background
oewn-ripen__2.30.00..,artifact,artifact
oewn-ripen__2.30.01..,artifact,artifact
oewn-ripened__5.00.00.ripe.00,artifact,artifact
oewn-ripening__1.22.00..,artifact,artifact
oewn-rise__1.11.00..,artifact,artifact
oewn-rise__1.11.02..,artifact,artifact
oewn-rise__2.38.00..,background,background
oewn-rise__2.38.05..,closed,closed
oewn-rising__1.11.00..,artifact,artifact
oewn-risk__1.26.00..,artifact,artifact
oewn-risk__2.41.00..,artifact,artifact
oewn-risk__2.41.01..,artifact,background
oewn-rite__1.04.01..,artifact,artifact
oewn-ritual__1.04.00..,artifact,artifact
oewn-ritually__4.02.00..,external,external
oewn-rival__1.18.00..,artifact,artifact
oewn-river__1.17.00..,closed,closed
oewn-road__1.06.00..,closed,closed
oewn-roadbed__1.06.00..,artifact,artifact
oewn-roadside__1.06.00..,external,external
oewn-roadway__1.06.00..,artifact,background
oewn-roasted__5.00.00.cooked.00,artifact,artifact
oewn-roasting__1.04.00..,artifact,artifact
oewn-robust__3.00.00..,artifact,artifact
oewn-rock__1.10.01..,artifact,artifact
oewn-rock__1.17.01..,artifact,artifact
oewn-rock__1.27.00..,artifact,artifact
oewn-rocket__1.06.01..,background,background
oewn-rocket__1.10.02..,background,background
oewn-rocket__2.35.00..,background,background
oewn-rocket__2.38.00..,background,background
oewn-rocky__5.00.00.rough.00,artifact,artifact
oewn-rodlike__5.00.00.rounded.00,artifact,artifact
oewn-role__1.04.00..,closed,closed
oewn-role__1.07.00..,closed,closed
oewn-role__1.09.00..,closed,closed
oewn-roll__1.06.01..,artifact,artifact
oewn-roll__1.10.01..,artifact,artifact
oewn-roll__1.11.02..,artifact,artifact
oewn-rolled__5.00.00.bound.01,closed,closed
oewn-rolled__5.00.00.coiled.00,closed,closed
oewn-rolled__5.00.00.pronounceable.00,closed,closed
oewn-rolling__1.11.00..,artifact,artifact
oewn-roman__1.10.01..,artifact,artifact
oewn-roman__1.18.01..,artifact,external
oewn-romance__3.01.00..,artifact,artifact
oewn-romani__1.18.00..,artifact,artifact
oewn-romany__1.10.00..,artifact,artifact
oewn-romany__1.18.00..,artifact,artifact
oewn-roneo__1.06.00..,artifact,artifact
oewn-roneo__2.36.00..,artifact,artifact
oewn-roof__1.06.00..,background,background
oewn-roofing__1.06.00..,artifact,artifact
oewn-room__1.06.00..,closed,closed
oewn-room__1.23.00..,closed,closed
oewn-room__2.42.00..,closed,closed
oewn-rooms__1.06.00..,artifact,artifact
oewn-root__1.08.00..,artifact,artifact
oewn-root__1.20.00..,artifact,artifact
oewn-rooted__5.00.00.nonmoving.00,artifact,artifact
oewn-rooting__1.22.00..,artifact,artifact
oewn-rootstock__1.20.02..,artifact,artifact
oewn-rope__1.06.00..,closed,closed
oewn-rope__2.35.00..,artifact,artifact
oewn-rope__2.35.03..,artifact,artifact
oewn-rosaceous__5.00.00.chromatic.00,artifact,artifact
oewn-rose__1.20.00..,artifact,artifact
oewn-rosewood__1.20.00..,background,background
oewn-rosewood__1.20.02..,background,background
oewn-rotary__1.06.00..,artifact,artifact
oewn-rotate__2.38.01..,artifact,artifact
oewn-rotated__5.00.00.turned.00,artifact,artifact
oewn-rotation__1.04.00..,artifact,artifact
oewn-rotavirus__1.05.00..,artifact,artifact
oewn-rotor__1.06.01..,artifact,artifact
oewn-rotund__5.00.00.rounded.00,artifact,artifact
oewn-rough__1.15.00..,artifact,artifact
oewn-rough__3.00.00..,artifact,artifact
oewn-rough__4.02.00..,artifact,artifact
